[2026-07-06T15:28:23.460Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:23.461Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:23.513Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/index.php?debugbar_time=1783351703.220455 → 200 (181ms, 169403B)
[2026-07-06T15:28:32.705Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/broadcasts → 200 (148ms, ?B)
[2026-07-06T15:28:32.903Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/index.php?debugbar → 200 (60ms, 4004B)
[2026-07-06T15:28:32.903Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700&display=swap → 200 (?ms, -743B)
[2026-07-06T15:28:32.904Z] GET https://cdn.tailwindcss.com/ → 200 (?ms, -768B)
[2026-07-06T15:28:32.904Z] GET https://cdn.jsdelivr.net/npm/alpinejs@3.x.x/dist/cdn.min.js → 200 (1ms, -1133B)
[2026-07-06T15:28:32.905Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/css/rovix-ui.css?v=1783146752 → 200 (?ms, -310B)
[2026-07-06T15:28:32.906Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/js/app-nav.js → 200 (?ms, -316B)
[2026-07-06T15:28:33.074Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2 → 200 (3ms, -815B)
[2026-07-06T15:28:33.078Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:33.079Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:33.079Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:33.264Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/index.php?debugbar_time=1783351712.822746 → 200 (180ms, 163130B)
[2026-07-06T15:28:42.559Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/settings → 200 (243ms, 59400B)
[2026-07-06T15:28:42.828Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/index.php?debugbar → 200 (67ms, 4004B)
[2026-07-06T15:28:42.828Z] GET https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700&display=swap → 200 (?ms, -743B)
[2026-07-06T15:28:42.828Z] GET https://cdn.tailwindcss.com/ → 200 (1ms, -768B)
[2026-07-06T15:28:42.829Z] GET https://cdn.jsdelivr.net/npm/alpinejs@3.x.x/dist/cdn.min.js → 200 (?ms, -1133B)
[2026-07-06T15:28:42.830Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/css/rovix-ui.css?v=1783146752 → 200 (?ms, -310B)
[2026-07-06T15:28:42.839Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/js/app-nav.js → 200 (?ms, -316B)
[2026-07-06T15:28:43.012Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2 → 200 (3ms, -815B)
[2026-07-06T15:28:43.015Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:43.016Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2 → 200 (2ms, -815B)
[2026-07-06T15:28:43.019Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, -815B)
[2026-07-06T15:28:43.082Z] GET https://swab-refill-carnival.ngrok-free.dev/rovix-crm/public/index.php?debugbar_time=1783351722.760299 → 200 (145ms, 158887B)
